,year,month,day,day,AGU,AGU,ATM,ATM,CEN,CEN,LDO,LDO,LPIN,LPIN,MIR,MIR,OBL,OBL,SFE,SFE,TLA,TLA,VAL,VAL,date
,,,,,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,
,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,
0,2016,1,16.0,9.092121131323903,61.670645161290324,17.851428875673392,94.5083870967742,25.41633242579454,125.25129032258064,60.126687903788365,101.6604347826087,45.62536958537839,,,202.92357142857145,95.97198265897451,80.72774193548386,31.216508528840674,263.3477419354839,81.9100714893953,94.41129032258064,34.79155584735426,74.43451612903225,29.759368590827513,2016-01-01 00:01:00
1,2016,2,15.0,8.514693182963201,80.08310344827586,18.675674037070692,109.88740740740741,24.164760673438472,123.47724137931036,42.39064316370432,102.5803448275862,37.002030396294145,,,181.42727272727274,56.96036526616916,90.23275862068965,25.408016155838876,176.95172413793105,52.55513601848236,111.33827586206897,43.064205891483006,98.96310344827586,34.25435864898366,2016-02-01 00:00:00
2,2016,3,16.0,9.092121131323903,55.99225806451613,18.137895634954898,74.65677419354839,22.688286461975157,65.98064516129033,23.01019584669426,73.51290322580645,32.801259141842756,,,209.23666666666668,68.74426247920279,72.02903225806452,43.43779762333249,129.90275862068964,28.035486428116144,62.54032258064516,21.256703018714038,60.25774193548387,28.138537122562884,2016-03-01 00:00:00
3,2016,4,15.5,8.803408430829505,75.53,27.53531337680072,81.48458333333333,21.33110628802488,81.30933333333334,22.00845761149067,78.87033333333333,24.172314383270756,,,130.28875,66.32284683651629,80.19533333333334,25.353932937560177,108.59285714285714,25.90675356781085,76.80566666666667,19.700170782269247,66.924,36.326648392719584,2016-04-01 00:00:00
4,2016,5,16.0,9.092121131323903,80.73833333333333,13.112467985343821,86.64166666666667,16.97295898382679,62.95666666666667,16.96174617583146,92.67842105263158,23.982674362769536,192.86322580645162,69.49844546880631,85.262,21.794837003290482,81.89,19.717451153736885,106.22548387096774,32.5886549623955,76.09166666666667,8.715846296640773,60.098333333333336,7.319831737592514,2016-05-01 00:00:00
5,2016,6,15.5,8.803408430829505,59.075,26.37093412578831,84.675,46.06732106385175,43.41,18.75930346965651,64.41533333333334,27.774845445838757,118.38566666666667,53.78909796496923,77.62583333333333,28.853821696876686,72.56666666666668,40.30381255745747,154.51611111111112,67.99931826119236,56.306,24.80760931649803,61.47666666666667,23.138067911272685,2016-06-01 00:00:00
6,2016,7,16.0,9.092121131323903,52.834,12.914144570973331,40.27,11.421177697593187,35.855000000000004,13.065792852220751,75.10967741935484,15.968779014871693,83.22166666666666,37.45185544718421,67.86428571428571,29.04110928617274,53.36333333333334,19.341612824856846,191.21,53.99194888895553,55.526666666666664,19.21890909148245,50.1325,24.440688410926562,2016-07-01 00:00:00
7,2016,8,16.0,9.092121131323903,,,83.918,40.72302690125084,35.87833333333333,14.192091342246451,63.200322580645164,22.297006597877804,79.79034482758621,31.23538269366496,76.43333333333334,13.135444669544558,55.327999999999996,16.90242941118229,261.64870967741933,78.98333928713217,62.75333333333334,18.46960060928949,55.84833333333333,18.992250437130053,2016-08-01 00:00:00
8,2016,9,15.5,8.803408430829505,37.51875,12.666837960934506,42.47125,14.809436603058202,37.402857142857144,9.916749659516663,49.175333333333334,18.81054834914183,89.40366666666667,31.094382848235533,138.6157142857143,95.31357963010706,39.55571428571428,10.762666734508471,188.96,,40.90625,9.953102800491054,32.5075,9.234014372339443,2016-09-01 00:00:00
9,2016,10,16.0,9.092121131323903,27.659999999999997,17.271794926990072,43.9225,14.223964227082877,38.675,14.110727597588061,71.90631578947368,27.039423935868637,137.4715789473684,64.72930714076874,202.64000000000001,56.01602592115938,39.230000000000004,15.021586689383607,,,44.55,11.865633850185446,35.4625,7.753293386254214,2016-10-01 00:00:00
10,2016,11,15.5,8.803408430829505,61.76,19.16660324627189,88.81,33.79255953608723,92.88666666666667,38.07318881662878,80.78931034482758,34.542190654642546,190.58428571428573,92.69839898048387,247.53,99.16466507783912,84.8375,36.14226369501501,,,92.05833333333334,45.11844962614149,54.550000000000004,22.295361849496864,2016-11-01 00:00:00
11,2016,12,16.0,9.092121131323903,76.87,11.775347128641268,88.99166666666667,16.14416726457784,121.005,30.636650437017426,114.97322580645161,36.57898598805028,286.3674193548387,101.27362015739807,,,104.62,36.51056285515193,,,122.73666666666668,23.516666997401366,75.375,22.9787299474971,2016-12-01 00:00:00
12,2017,1,16.0,9.092121131323903,,,100.13870967741936,23.958779565736855,101.14838709677419,32.31353556398868,119.62258064516129,30.663993104588968,297.90645161290325,87.43662442204972,261.12290322580645,85.77259660262705,103.46129032258065,30.120432460588997,261.74709677419355,68.3609776696983,118.45161290322581,36.7456652406579,,,2017-01-01 00:00:00
13,2017,2,14.5,8.225975119502044,,,88.98571428571428,37.79617572547386,80.99285714285715,39.11829096254957,106.35,59.67424843201568,246.325,102.69839201381015,197.77107142857145,63.323899024763264,93.76428571428572,35.303113012307975,219.72121428571427,83.43177303879395,103.89642857142857,48.305451591297164,,,2017-02-01 00:00:00
14,2017,3,16.0,9.092121131323903,,,76.24193548387096,18.29728165955348,65.14137931034483,17.728820709337732,95.80967741935484,30.46779014892842,205.85806451612905,67.24747714818527,142.2425,60.930551914281445,77.14193548387097,26.875016579139672,208.6673870967742,58.17348411127841,84.35161290322581,23.716827654188798,,,2017-03-01 00:00:00
15,2017,4,15.5,8.803408430829505,,,82.56333333333333,22.555349290338985,89.3,22.605264873475825,100.69,23.769008364269002,229.33333333333334,68.32062006771295,200.74769230769232,60.91556426095689,82.24,17.064272012316987,220.33233333333334,62.56811999089795,88.48666666666666,23.293224312030627,98.53846153846153,30.042916994500743,2017-04-01 00:00:00
16,2017,5,16.0,9.092121131323903,,,87.80645161290323,23.806650828201644,101.26451612903226,56.43842395854735,108.5516129032258,46.69548065903696,203.73225806451612,61.300496937065546,145.53857142857143,56.99028154410356,92.05483870967741,27.30405145406907,177.65774193548387,43.01214717648007,97.76774193548388,41.23375952700873,72.32857142857144,49.47291226134811,2017-05-01 00:00:00
17,2017,6,15.5,8.803408430829505,,,68.95,23.9741779190977,78.89,28.55163924275234,86.67666666666668,42.49739694530051,147.51333333333332,88.30310157138557,109.23266666666667,49.90869711599465,68.74666666666667,20.274014850564747,137.05253333333334,44.59260571125599,91.80666666666666,42.497950728146336,75.9,1.1313708498984771,2017-06-01 00:00:00
18,2017,7,16.0,9.092121131323903,,,18.85,6.858935777509512,54.32258064516129,17.91189008596281,43.087500000000006,12.900768249548994,66.09677419354838,24.012211946854148,64.01774193548387,17.118136524298315,38.667741935483875,10.374885930192974,92.64735483870969,26.41672124564085,69.51290322580645,19.55954569914622,60.803225806451614,19.961320662236883,2017-07-01 00:00:00
19,2017,8,16.0,9.092121131323903,,,,,44.0,14.587414666988344,32.15,19.97926425071754,67.15806451612903,28.93435989953292,58.71645161290323,21.691529306526867,39.332258064516125,14.30511300425537,81.86925806451613,29.580477298344082,49.29032258064516,17.68563173574733,51.26451612903226,15.779365183409562,2017-08-01 00:00:00
20,2017,9,15.5,8.803408430829505,,,,,50.49666666666666,31.208182871819364,,,83.63333333333334,40.60493713257329,81.55571428571429,50.645370336368714,38.79,14.484173288871855,104.64663333333333,33.55901933802424,46.38,21.02998516076673,51.70666666666667,17.950370917949133,2017-09-01 00:00:00
21,2017,10,16.0,9.092121131323903,,,,,53.78387096774193,24.694791580063917,92.0391304347826,33.41830934098083,134.84,69.15159558834338,116.54576923076924,56.247296622901054,46.81935483870967,17.773414966457416,143.29632258064515,42.10205559145309,57.50645161290323,23.357053688109882,73.79354838709678,29.635518503802956,2017-10-01 00:00:00
22,2017,11,15.5,8.803408430829505,,,105.65294117647058,18.187224831150676,136.06366666666665,58.947361233873586,132.86,38.96752494064769,311.68,113.5164408569419,246.95066666666668,95.79120245881533,88.33999999999999,23.689290465495596,260.08033333333333,66.56726722197853,122.92,38.87476266697706,143.56206896551726,46.64091102541618,2017-11-01 00:00:00
23,2017,12,16.0,9.092121131323903,,,106.17096774193548,39.067251362647184,139.40612903225806,58.4215272353961,138.61612903225807,37.72897292333124,303.05806451612904,125.28592837770074,201.9606451612903,80.10002500771495,92.78709677419356,33.389626552124284,266.5407419354839,100.00891821098348,134.59032258064516,57.22861961663767,109.14,42.893690557646956,2017-12-01 00:00:00
24,2018,1,16.0,9.092121131323903,96.56451612903226,26.950084086289312,92.428,24.52700076786126,128.45354838709676,52.25163573505854,132.27142857142857,34.425355181393265,268.9483870967742,108.87165186881828,225.25866666666667,96.17388034300106,81.30967741935484,27.35486982651912,232.71887096774194,83.90525523578839,117.65483870967742,39.23680957731465,90.09333333333333,25.87380426466964,2018-01-01 00:00:00
25,2018,2,14.5,8.225975119502044,71.58214285714286,23.021987132617188,,,85.83888888888889,24.894476114705466,,,198.41785714285714,71.95478546138295,142.13464285714286,51.10370157515539,64.05357142857143,18.849176858790635,159.95378571428571,42.43085326989831,81.24642857142858,25.331293516457688,70.78928571428571,23.154094738827588,2018-02-01 00:00:00
26,2018,3,16.0,9.092121131323903,74.4551724137931,20.174693947172262,70.88148148148149,13.494244842696602,82.40322580645162,20.968215849565706,,,204.71612903225807,57.66639747590847,168.69709677419354,53.014975946647915,53.880645161290325,22.931440125656284,169.8046129032258,37.25494631560344,86.19677419354838,19.34337929578607,64.66451612903225,21.79046501549239,2018-03-01 00:00:00
27,2018,4,15.5,8.803408430829505,73.99,24.07430093517237,71.52666666666667,14.08219549236047,76.88333333333334,26.170254018681188,,,182.29,48.958507062543305,177.84266666666664,76.7239584454571,68.52666666666667,18.065149022230685,177.87766666666667,49.23241052489665,104.03636363636365,32.962471774042456,70.00666666666666,19.865286536956933,2018-04-01 00:00:00
28,2018,5,16.0,9.092121131323903,63.851612903225806,22.7608709699745,76.37931034482759,24.055878095300546,67.35064516129032,19.88484128433581,,,132.81935483870967,46.47198739997275,122.52290322580646,42.726225919104095,58.093548387096774,18.658955588561597,137.15589655172414,37.108654784049676,,,74.36774193548388,22.63901333387086,2018-05-01 00:00:00
29,2018,6,15.5,8.803408430829505,43.14,26.83687118820698,80.95,35.8691603841889,44.44433333333333,17.592835078291216,,,97.41379310344827,69.32494770560045,109.50999999999999,43.62902978522443,37.440000000000005,21.285863853741066,104.71003333333333,56.61472091522835,52.032916666666665,17.29771095164521,69.31666666666666,35.26382422328262,2018-06-01 00:00:00
30,2018,7,16.0,9.092121131323903,47.59032258064516,12.583384675534365,94.50357142857142,44.11468624311005,48.61709677419354,13.430776148718632,,,87.93478260869566,29.984444583751216,90.02499999999999,38.20213902291239,37.7,9.361766215125575,85.18153846153847,21.794705964946196,81.57322580645162,18.350048753267977,,,2018-07-01 00:00:00
31,2018,8,16.0,9.092121131323903,36.667741935483875,10.276685169086193,75.00967741935484,29.72734268692387,39.43322580645162,12.727297012614729,,,62.38823529411764,21.516501875099873,62.3258064516129,27.48976740221635,31.178571428571427,11.468325369141162,69.40770967741936,20.40685347490486,79.91516129032257,23.37840183744642,,,2018-08-01 00:00:00
32,2018,9,15.5,8.803408430829505,36.5,11.976451252995796,85.98571428571428,57.831903055225595,36.78033333333334,14.479344975500107,,,98.10833333333333,71.31151199087172,66.89333333333333,19.821164817251375,,,66.5362,16.09697265048136,80.73137931034483,28.04400543586275,,,2018-09-01 00:00:00
33,2018,10,16.0,9.092121131323903,27.3,,68.60967741935484,30.635419096624197,44.71806451612903,15.86038785136413,90.5,,,,90.66451612903225,38.738151292897264,,,75.12070967741936,24.027477480575648,79.75387096774193,27.60736057375754,,,2018-10-01 00:00:00
34,2018,11,15.5,8.803408430829505,,,64.02,21.37309620479238,52.91230769230769,18.682858968336973,97.82,30.552446710533676,107.52000000000001,47.84294096311387,169.64333333333335,73.29366385247458,,,127.50489999999999,44.046248870265664,115.39875,46.15096742238173,,,2018-11-01 00:00:00
35,2018,12,16.0,9.092121131323903,0.0,,135.90869565217392,88.63003242818624,,,145.57096774193548,87.07103304600744,250.26774193548388,175.3234123690592,209.73548387096776,120.88785587859823,91.91111111111111,52.68804852636259,190.0136129032258,108.90951436542093,194.5325,108.44424800329429,,,2018-12-01 00:00:00
36,2019,1,16.0,9.092121131323903,,,80.14516129032258,26.289324052546213,97.96045454545455,27.413805433667513,118.65333333333334,41.9141547429516,224.13870967741937,97.44616865196002,,,74.4,30.363201412235828,,,145.09225806451613,76.52854233158926,74.49354838709678,20.249015374973524,2019-01-01 00:00:00
37,2019,2,14.5,8.225975119502044,,,65.31428571428572,19.20373640892553,81.65230769230769,29.08496468042446,107.81428571428572,27.600237710808244,206.14642857142857,64.01592673437895,,,74.47500000000001,24.30948031804328,,,151.57,50.08296206185182,73.81428571428572,23.313542627435876,2019-02-01 00:00:00
38,2019,3,16.0,9.092121131323903,,,63.50769230769231,18.027089017962343,73.62870967741937,21.469726863956684,91.60833333333333,28.053580979923073,187.39999999999998,57.36373767459718,,,68.0,19.18132772602911,,,99.38857142857144,13.557206482865404,74.3225806451613,24.63525535592462,2019-03-01 00:00:00
39,2019,4,15.5,8.803408430829505,,,63.95,14.259534015697271,76.86433333333333,23.290139053394178,109.05,29.122461410751143,184.41538461538462,47.678160134868406,,,76.47333333333333,20.273133798773898,,,135.59333333333333,64.12334226308315,78.69666666666667,28.996890241509707,2019-04-01 00:00:00
40,2019,5,16.0,9.092121131323903,,,76.22258064516129,32.34316733281203,75.7567741935484,34.359208119231226,119.9,54.69522221669214,206.1,49.86447997960436,,,82.1516129032258,31.20513708742779,,,158.9006666666667,60.49220804387115,72.76129032258065,27.206759912680468,2019-05-01 00:00:00
41,2019,6,15.5,8.803408430829505,,,93.18666666666667,78.94525704053031,50.89033333333334,16.604262328428337,75.8,23.300762160096383,81.46666666666667,32.19018295673199,,,68.73666666666666,19.91110387375005,,,77.83333333333333,73.55180342225924,137.66,52.354827857610225,2019-06-01 00:00:00
42,2019,7,16.0,9.092121131323903,,,36.92727272727273,11.52166414146605,37.892258064516135,11.59388853654586,57.91290322580645,18.199812122390785,63.41612903225807,21.019199108976434,,,37.35,24.25376259469858,,,128.55625,72.7579617513732,,,2019-07-01 00:00:00
43,2019,8,16.0,9.092121131323903,,,37.36923076923077,10.487049889488244,42.51833333333333,15.88093458626832,62.270967741935486,28.591434539600456,71.61612903225806,30.192814782926906,,,,,,,59.71366666666667,23.877366498831904,,,2019-08-01 00:00:00
44,2019,9,15.5,8.803408430829505,,,37.333333333333336,9.579911932981332,33.489333333333335,10.251793428749291,60.78333333333333,22.779832025860877,66.21,21.88003892702835,,,,,,,67.14433333333334,57.36906475548944,,,2019-09-01 00:00:00
45,2019,10,16.0,9.092121131323903,,,40.49354838709677,12.58766421233823,35.64732142857143,12.560029228715612,55.432258064516134,19.146233521622893,71.42903225806452,41.25363170718741,,,0.0,0.0,,,57.278387096774196,25.29638644770885,,,2019-10-01 00:00:00
46,2019,11,15.5,8.803408430829505,,,44.656666666666666,13.77700941807572,40.34291666666667,12.52557574105588,83.25714285714285,24.68779018314487,59.156666666666666,23.998932208047023,,,,,,,97.47714285714285,33.30494965359611,,,2019-11-01 00:00:00
47,2019,12,16.0,9.092121131323903,,,78.52580645161291,24.024056939408815,96.65612903225806,41.253892638749406,124.93548387096774,34.45866652853432,262.46774193548384,90.45048143264827,,,,,,,158.16,41.837764111892405,59.96206896551724,22.102850717774313,2019-12-01 00:00:00
