,epochs,epochs,hidden_neurons,hidden_neurons,hidden_layers,hidden_layers,regularization,regularization,acc_train,acc_train,mse_train,mse_train,mae_train,mae_train,rmse_train,rmse_train,ia_train,ia_train,acc_test,acc_test,mse_test,mse_test,mae_test,mae_test,rmse_test,rmse_test,ia_test,ia_test
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
random_state_trainsplit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8481429208513841,0.022847679603059008,99.84739642214338,15.022554993436703,6.615571830783647,0.4687428369267228,9.967958541641208,0.7646167151707915,0.9565,0.008642916174532759,0.7700719422846353,0.02565193387753434,154.37086107181327,17.22239190892611,8.053799017174406,0.3795376457004282,12.409142406443586,0.6788629980343139,0.9316666666666666,0.011639014849490772
2,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8491015700170528,0.023630797816603953,97.0831502627294,15.203288036308917,6.558845080383868,0.5938707283014534,9.82749669808119,0.7772713131971924,0.9591666666666666,0.005913261931173592,0.7730157457800336,0.01360239508693477,165.24031557472108,9.90229064329268,8.062514778871229,0.24217901120763263,12.849885349782106,0.38067635415329387,0.9351666666666666,0.005455883674224219
4,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8627717685656607,0.024733486194217166,90.57098735840789,16.324164802033863,6.387583482332336,0.6306537328490146,9.484134369856987,0.8640712560237105,0.9616666666666666,0.007312090444371367,0.7564376391746596,0.015175139826729906,161.13008843103617,10.039201516804855,7.922705119285759,0.279477956243013,12.688480614374678,0.39882045535423405,0.9288333333333333,0.004355073669487881
6,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8524955005044021,0.016657897362685227,97.82207964632262,11.04718953065898,6.630789973349718,0.44711689820298045,9.87759052479226,0.5534817838268584,0.9593333333333334,0.004760952285695236,0.7819745399012447,0.014842818783255354,141.46400059879042,9.630639120271066,7.718113978222227,0.1966904557238451,11.888057375721454,0.40707605728430296,0.9388333333333333,0.004119061381755097
8,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.852212049187763,0.02781722613520831,97.7204659684279,18.393328312233493,6.620827107785534,0.6937187306194788,9.849226458420016,0.9251188934533959,0.9598333333333334,0.006524313501562183,0.7861938863904204,0.01371007858178612,140.38990488038448,9.002346076568463,7.846122603188433,0.1918418512716379,11.843428450121534,0.38435519078525915,0.9408333333333333,0.0046654760385909
10,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8488572042675121,0.020705237349348177,99.09551231947115,13.575216025919216,6.56887898299522,0.5424877316889285,9.93456157302126,0.6928191723564026,0.9573333333333333,0.007174027227901117,0.775977152584021,0.013837010870503763,152.08780563897938,9.393866046126856,7.920846397293008,0.20110800064168963,12.327548404292274,0.378453662384747,0.934,0.0038470768123342286
12,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8513538338642753,0.020518639212237066,99.571606683994,13.74454468920626,6.633881564390658,0.5106281726224692,9.958821731628122,0.6871474965206347,0.9581666666666667,0.005946988033169964,0.7740610007863884,0.01348194535937289,140.50655892128282,8.384129152574037,7.768664957265858,0.22341095498987168,11.84922022240896,0.3507803451804692,0.9346666666666668,0.005609515724790011
14,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8607018873023392,0.019192585384596072,92.7923208705203,12.7849868663167,6.432863838240833,0.4950651110399428,9.613467164086087,0.6695401008682476,0.9608333333333333,0.005307227776030215,0.7666717148385377,0.01910185513512874,148.618430309402,12.166924915322292,7.8577979061323715,0.2718905504742876,12.182367697266685,0.5000171173012101,0.931,0.006542170893518449
16,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8558346272472805,0.025878691295937287,95.30225647879995,17.10742065261005,6.573268934442624,0.6431877317161868,9.727985970211927,0.8956866252165483,0.9601666666666667,0.008084965470963159,0.7643890968842083,0.020004801822534314,154.86868687103672,13.149295505431803,7.873516200847772,0.2691928963020079,12.435220372485375,0.5298843180484764,0.9328333333333334,0.004622409184252971
18,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8553824250090137,0.014410947441711728,94.66047476030677,9.432789387204718,6.483108825249174,0.3777210582605056,9.71882678654849,0.49583947407320667,0.96,0.005513619500836085,0.7756249114370178,0.02492148206430939,153.26328212762465,17.023049043114437,7.981487470480815,0.476647688298708,12.364345376399191,0.680804413094394,0.9368333333333334,0.005036533199202201
20,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8525593224710223,0.021689760896068822,98.25414856251649,14.454009741978831,6.646572785673773,0.5972099823797224,9.88958762560109,0.7350144146131559,0.9591666666666666,0.00604703784233787,0.7788702259262826,0.01761720597815697,140.54049556107404,11.196732185627377,7.766690827369806,0.3043823431319936,11.847075816089449,0.47407615704976824,0.9369999999999999,0.006870225614927032
22,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8598978641101231,0.021436246727987433,92.10737923389856,14.092836588002513,6.471364608056479,0.5042026277945993,9.57317232387846,0.7443796541223084,0.9613333333333333,0.006250333324444932,0.7660614514948012,0.010508524532863462,157.1618585650766,7.059714001452082,8.005011921786673,0.25604276561009914,12.53381698722446,0.2799077616076833,0.9338333333333334,0.0034880749227426885
24,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.851927929982379,0.02247406469585033,98.74019361213247,14.986577138117777,6.533988917891186,0.5349438049005117,9.911576156750186,0.7752561133511964,0.9578333333333333,0.007494442385305706,0.7782745955069812,0.019294422556632603,140.60534293992646,12.235399487065072,7.742976239692773,0.30801309215259504,11.848363573655378,0.515701735195233,0.9358333333333334,0.0047504385762439155
26,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8509337704384446,0.018125785905633712,97.7586656471247,11.88701592005118,6.573039596291881,0.45589127951655584,9.871739473674365,0.6073800237321882,0.9583333333333334,0.005537749241945376,0.7818696139092834,0.018696672082980103,147.9656051040858,12.682618170584899,7.942127401604982,0.2408232995024039,12.154860641439635,0.5195781649770336,0.9378333333333333,0.00591326193117353
28,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8575531421146757,0.021633973426965006,91.94278426926353,13.963717987263152,6.350850170999867,0.5063731719366588,9.565511879576054,0.7297397489129259,0.9605,0.00723187389270581,0.7767199577332429,0.01501703899506632,160.67134721885807,10.806195941564756,8.019451632843245,0.21736636069949894,12.66964994229082,0.42612330422306016,0.9343333333333333,0.0038297084310253476
30,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8444551215743722,0.01722328364539155,100.78446814487705,11.159734087542585,6.707083657116235,0.3557917362988171,10.026143817857625,0.5595444095108769,0.9568333333333333,0.006615638039272315,0.7747046558643745,0.019145344480304437,159.86206008298194,13.58489773218462,7.993448460104826,0.31858244950439085,12.634257436635211,0.5339652885457473,0.935,0.006033241251599283
32,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8502308045838626,0.025675913095097307,97.1178061046138,16.64954093263355,6.586129887191301,0.6091152752779443,9.822515445383727,0.8736107346949787,0.9581666666666665,0.009108603991099124,0.7742375394012097,0.009128782806117359,159.73950442383602,6.459121846804673,8.093865592604962,0.19614569680526883,12.636696733003367,0.25314051893313383,0.9346666666666668,0.0032041639575194313
34,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8497777472332109,0.015937469815573715,99.33500918430217,10.538709687454189,6.612048945222054,0.29724708923332016,9.955207436567738,0.5240466535054648,0.9574999999999999,0.005924525297439462,0.7709183841315409,0.012624223697813316,150.37985468132865,8.287129100014049,7.96552163301083,0.2412888375911332,12.259035197583785,0.3392533667875413,0.9335,0.004370354676682442
36,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8582352207813915,0.023049701250091377,95.41121370473239,15.513020821705156,6.5161719310210735,0.5583158480366991,9.740985856082524,0.7932779510355338,0.961,0.00695701085237045,0.7621859512911683,0.011948354223768698,144.8593936763316,7.278087050291604,7.883405731663244,0.16984794655007393,12.032606589768909,0.3015407080606064,0.9329999999999999,0.0033466401061363242
38,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8533411191711678,0.020339056618312992,97.36791987530937,13.50325069957816,6.565378240129149,0.433982411495255,9.84772747651907,0.684266109218377,0.9578333333333332,0.007332575718440735,0.7609990347906245,0.013100087841106663,154.32445444237925,8.458810647291585,7.73885193564838,0.1845227643164154,12.418890868418822,0.3387105679181075,0.927,0.004647580015448892
40,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8519350171096303,0.016383855560835176,97.38253258607911,10.775683195938276,6.625607012311359,0.4269047254810009,9.855664862777497,0.545969997738485,0.9593333333333334,0.005202563470700418,0.7788742206497273,0.01600848315567402,148.26682234044594,10.733831826195964,7.9046316331232385,0.2804994789556193,12.169830572140226,0.4409710001989004,0.9385,0.004324349662087868
42,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8546183468306842,0.028973031861288592,96.97990236132601,19.327072844239645,6.578143010222831,0.763736535471342,9.806495333258768,0.987452261185317,0.96,0.007509993342207432,0.7727630317046335,0.012138735647037784,143.90480082753302,7.687227781152661,7.9536446226866095,0.1932990187062051,11.992394617628259,0.32361488707489183,0.9346666666666668,0.004589843860815558
44,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8514442731867091,0.021203245758256443,96.99943414937809,13.844655368055912,6.524437574662351,0.5313205392042339,9.82784058995559,0.7039745630058716,0.9584999999999999,0.006090976933136387,0.7733752771707882,0.012408544929785844,156.31561577402508,8.558860292664907,7.8204262335786865,0.1914709963364032,12.498749102742998,0.3409750267210201,0.9333333333333335,0.0042268979957725845
46,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8450498640064744,0.025637976190394974,103.33848543924996,17.098336908550213,6.8054314688641435,0.6716630114177533,10.13564087720068,0.8536529372070973,0.9581666666666667,0.007467708260682562,0.7500710444129757,0.02274602999317412,158.37065283676583,14.413310418565453,8.1070727186075,0.3977802237123515,12.573443292519206,0.5788021491697545,0.9315000000000001,0.0045497252664309
48,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8576944911089281,0.017683671714257342,93.87439137751615,11.665352469006605,6.478904423417213,0.45227069569793993,9.67287175474441,0.6098623390083658,0.9601666666666665,0.00503653319920225,0.7625772708658056,0.01957203575031792,157.38354276022852,12.973974044725285,7.991665216081469,0.25042732255555267,12.536421206759611,0.515774470407085,0.9291666666666666,0.00837655458208606
50,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8515547077674213,0.015738556838175287,97.29142766993583,10.31509077331625,6.637713677093372,0.32453787484589064,9.851737185895532,0.5307000169350158,0.9596666666666667,0.006282250127674478,0.7667566125842938,0.030878722803167252,158.58152942065524,20.99435762333206,8.109249712612849,0.4734200982828418,12.570326961554303,0.8258882492997685,0.935,0.005440588203494125
52,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8537200283717074,0.021607746426158963,96.97226885321993,14.324258970148858,6.595058500653326,0.4573435494201974,9.824116679453185,0.7421592726979634,0.9588333333333332,0.007574078601827841,0.7646924230434519,0.014463205515963237,152.90729510056352,9.39846333268677,7.87019531215905,0.20287944748038858,12.360820435088982,0.37536106145977954,0.9316666666666666,0.002804757862395018
54,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8510241860427271,0.025961902745273633,97.98904551795539,17.076477062034883,6.651997904396411,0.6262612528987871,9.86754124329351,0.863023983344802,0.9601666666666665,0.007574078601827877,0.7704598356329972,0.013180448102864966,153.91811947734868,8.838147308364471,8.09203248387343,0.22228090079277754,12.402194274742863,0.3527548421507906,0.9386666666666668,0.0036147844564602197
56,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8465823914513632,0.01718861523880178,101.20981904149885,11.339354421898495,6.726998684406106,0.4446965725859433,10.047473332069416,0.5565235120130089,0.9571666666666666,0.00462240918425302,0.757080100795026,0.019625224716052606,160.99767748926294,13.006820807311843,8.058274564282906,0.2662859024035122,12.67984348507837,0.512928864282621,0.9289999999999999,0.009077444574328186
58,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8503553532795642,0.017698757464520452,98.4493202339573,11.643788665710854,6.593284335513247,0.45561263677104763,9.907218492180176,0.5963307627420836,0.9584999999999999,0.003937003937005916,0.782999036901335,0.013960299449123947,145.38978072870592,9.35334501207882,7.850407023153283,0.15587332865400289,12.052649844571922,0.3848310582783964,0.9369999999999999,0.006449806198638806
60,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8462335572040267,0.014288268880262243,101.14364209642575,9.398458646274829,6.6662943138425375,0.2801310688855983,10.047626585712967,0.4760362471489517,0.9561666666666665,0.005776388721914988,0.7635998302046193,0.024442632490272037,158.48431040680526,16.38651003550774,7.996540702620195,0.4003162646109244,12.575382584343915,0.6425542132941603,0.9303333333333335,0.00809114742583934
62,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8597527130678277,0.01884541449382741,90.94530793714148,12.220571690439163,6.4316095962357736,0.5000687106471052,9.518807431860306,0.6365026431704346,0.961,0.0057965506984757765,0.7531530272092891,0.012731881871653387,174.6175621684458,9.006430782238871,8.182827429875658,0.21306289749033802,13.210664332579169,0.3392522254011281,0.9275000000000001,0.002880972058177559
64,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8453472440181033,0.027791459218024,102.54870547947344,18.42824040282579,6.760737123816415,0.6640349705340299,10.092849993209015,0.9053736205926769,0.9580000000000001,0.00715541752799932,0.7587760395538913,0.022759687646503608,156.5716809657874,14.772672442982559,8.073362375575469,0.37704070519152816,12.500928124696353,0.5984750490670215,0.9341666666666666,0.004708148963941818
66,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8483736859709768,0.014768635220958415,98.76576692391136,9.619936970427482,6.685616562003204,0.3090220555173114,9.927952074652746,0.4917737617762153,0.9575,0.0058906705900092626,0.7751506286036078,0.01624181479440996,156.50796755205263,11.305228060205069,7.869778214302785,0.3036286449809591,12.503529193055526,0.45129848720451743,0.9343333333333333,0.0068896056974740195
68,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8400021060831818,0.025671349334920757,104.71361166679105,16.801094310759936,6.948314560985498,0.6443843693316711,10.204844788707026,0.8304850427479828,0.9573333333333331,0.005391351098441505,0.7673968932825757,0.027240359740394307,159.02755929559453,18.623860983557396,8.243287502067318,0.624616317127621,12.593470313982317,0.7200539533456776,0.9338333333333334,0.0051542862422130215
70,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8502353461129949,0.020962263109723288,98.44956732579122,13.779791691560936,6.64297025044391,0.49777292067332424,9.902706098451086,0.6805696909127433,0.9586666666666667,0.0051639777949432026,0.7669085062348137,0.014622366613722359,156.66474956094842,9.827940807805382,7.967333700687735,0.258226656778882,12.511355485798822,0.39608100523022666,0.935,0.003794733192202014
72,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8485658329709184,0.026201415847095587,100.098474787832,17.31922072165082,6.6072438871680355,0.509648985802133,9.97354258438448,0.8673567468819198,0.9581666666666666,0.007467708260682585,0.772207882234663,0.014433271308858485,149.78498259433607,9.490615008917025,7.987148092598421,0.2652743431053865,12.23346931528629,0.39070875027556823,0.9356666666666666,0.0037237973450050077
74,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8518867640681828,0.027785710080243633,98.88865797903343,18.551289920467813,6.614592166595139,0.7122422083020212,9.907979072029802,0.9299088260165613,0.9598333333333332,0.007547626558506114,0.7603759980587496,0.01547156873290589,151.18721016767944,9.76155683360561,7.968975976422896,0.29782153696968394,12.29052230922109,0.39538062808097213,0.9331666666666667,0.0017224014243685103
76,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8464915443213794,0.022981410756601726,100.80104539660921,15.090701152021058,6.666298748134522,0.5259217450888933,10.01623301072714,0.7558743319593658,0.9561666666666665,0.008207719943240436,0.7686793279264778,0.01637646735765688,156.12582338206727,11.053008913492544,7.938079913736568,0.19370828960720715,12.488493759301456,0.4427374020195493,0.9311666666666666,0.009108603991099069
78,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8549829325166031,0.024867578309737307,95.71251253540406,16.41281569128666,6.553229096636518,0.5861639691390503,9.753536079072193,0.835018435466721,0.9596666666666667,0.006860515043833575,0.7760192571792867,0.016153257897541188,148.1669731783991,10.685647790553775,7.8419216341318405,0.17806563613950346,12.165905973383945,0.4350241719904265,0.9351666666666666,0.006794605703546459
80,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8552459088163803,0.0168771222912037,94.73047803307891,11.044785327969885,6.538861113817326,0.36565184046901184,9.718761911827118,0.5756508674160737,0.9603333333333333,0.006022181221672627,0.7526407183246911,0.017494455806047936,169.1565807923922,11.963579077898325,8.05992375220942,0.34830632623238705,12.99946043754818,0.4524720433510852,0.93,0.002683281572999754
82,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8567783651665342,0.022713433530921524,93.28627498638075,14.794214636037102,6.481610290162248,0.594877619199135,9.633032695413787,0.7675593075220432,0.9603333333333334,0.006713171133426163,0.7888302196519791,0.011820852977887583,147.01455371344542,8.229574431494548,7.920463865633873,0.1902991904364798,12.120995758897408,0.33943870062772746,0.9403333333333334,0.003614784456460243
84,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8542546739773379,0.02830821740125189,96.79353085853613,18.80027572309369,6.577192182771853,0.6242328934376459,9.799341061080648,0.9590280249220507,0.9598333333333334,0.00938971068066886,0.7596914286278921,0.018118083871214052,154.97539871725044,11.684382524941807,8.026269360029978,0.32957264795930546,12.441501161589636,0.4704647447972026,0.9323333333333333,0.0015055453054181685
86,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8575234302537225,0.020807325291503552,94.51428183465818,13.802896927745286,6.4709388272689,0.5385021566276815,9.69981063096036,0.7166217062020012,0.9604999999999998,0.006625707509390976,0.774376051956651,0.016194935212644385,146.226370643482,10.495900898322763,7.842197645849901,0.22334213258744184,12.086057549837717,0.4293020551910669,0.9365,0.005128352561983204
88,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8541346463261714,0.022680877159458386,94.9123264665328,14.758095485234382,6.451606505662515,0.5871108201309807,9.716191753877977,0.7807260224225326,0.9586666666666667,0.006860515043833565,0.7777105094177713,0.013041459170464852,155.34181610192567,9.113718992530202,7.7963974571801735,0.2809553203100884,12.459254101918495,0.36133639576359683,0.9346666666666668,0.005278888771954434
90,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8550833064987922,0.01957113736185917,94.69838885778545,12.789107531404056,6.598898841562157,0.44689938445622857,9.71266055963775,0.6596487347454493,0.9605,0.006473020933072898,0.7663131628524624,0.019166037133871237,160.7047193295169,13.180342786330213,7.988124585527149,0.33401554728750904,12.668259523117307,0.5137158566341995,0.9326666666666666,0.0040331955899344275
92,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8558991350293071,0.0187968870834958,95.0709672954366,12.401301251970219,6.523611597355711,0.4284164660595938,9.733319564687118,0.6325733605983462,0.9608333333333333,0.00552871293039048,0.7555256020202398,0.015640446219867717,161.97697714408557,10.362607376534154,8.166563613800802,0.2728420660168344,12.72163467977253,0.4054452641150288,0.9298333333333333,0.003544949458972112
94,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8499725464230931,0.02286346953602243,99.3679552434729,15.143203216479085,6.643342874473333,0.5393970667605089,9.943945968221982,0.763591899816677,0.9581666666666667,0.007139094246938241,0.7552960872757102,0.01694035476512798,159.6050867931788,11.049135923060838,7.886357752971414,0.1918401475318142,12.627213142534016,0.43622248387039164,0.9285000000000001,0.006090976933136438
96,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.854609639535929,0.023022221821268115,95.19375087658555,15.073706686495713,6.5263069839318755,0.5506175608718351,9.730987658875986,0.775858280400861,0.9594999999999999,0.008312640976248177,0.785898631683842,0.018786383520470445,146.13490115723542,12.822647143533802,7.983926401416518,0.3989538988031624,12.079170044309961,0.5237009045785045,0.9386666666666666,0.002804757862394977
98,150.0,54.772255750516614,91.66666666666667,12.909944487358057,5.5,2.588435821108957,0.34166666666666673,0.4212085785767743,0.8585230739921924,0.01987843698000069,93.05341039477896,13.07461510864801,6.573338441759609,0.47198742850112235,9.626600271478699,0.6770325911905849,0.9618333333333333,0.006524313501562212,0.7298271689197398,0.019540901471110136,181.1869874161878,13.104785758029083,8.207083892376358,0.310818268644554,13.45339837110208,0.4813227831081097,0.9211666666666667,0.0047081489639418765
